iter	RMSE
279	13.72154253
280	13.71524558
281	13.65459495
282	13.6252303
283	13.56164519
284	13.52970769
285	13.51791852
286	13.4875909
287	13.42639478
288	13.40591216
289	13.39565836
290	13.32208149
291	13.2815202
292	13.2563177
293	13.24824928
294	13.18086511
295	13.14974026
296	13.10863708
297	13.09687578
298	13.05107864
299	13.02690447
300	12.97909516
301	12.9408977
302	12.9118813
303	12.84594168
304	12.83675433
305	12.82579225
306	12.81458161
307	12.80450037
308	12.78211993
309	12.77761343
310	12.72755404
311	12.68928658
312	12.63305754
313	12.62348988
314	12.57038332
315	12.55118161
316	12.50930148
317	12.49934106
318	12.4620848
319	12.41644345
320	12.40529466
321	12.35838229
322	12.35083462
323	12.34669928
324	12.3016063
325	12.25074128
326	12.24201294
327	12.23796067
328	12.20761714
329	12.14865664
330	12.12804892
331	12.12411529
332	12.08761338
333	12.0506298
334	12.01997489
335	11.9849693
336	11.94253668
337	11.92897645
338	11.90570454
339	11.88071192
340	11.84906008
341	11.84082029
342	11.83306687
343	11.79958478
344	11.79025195
345	11.73664865
346	11.72715691
347	11.69907763
348	11.65513567
349	11.60840706
350	11.58079047
351	11.5722377
352	11.56470176
353	11.55646512
354	11.55036324
355	11.51763977
356	11.480728
357	11.47401224
358	11.44240815
359	11.41038718
360	11.37540473
361	11.35538111
362	11.32736346
363	11.29224577
364	11.24331374
365	11.2087063
366	11.18973254
367	11.17693258
368	11.1513722
369	11.14378537
370	11.14076878
371	11.12679168
372	11.12384852
373	11.10124664
374	11.07285411
375	11.03186908
376	11.0109613
377	10.95857586
378	10.94845404
379	10.94563575
380	10.93361265
381	10.9202677
382	10.89769857
383	10.89627861
384	10.8869199
385	10.85909828
386	10.81848597
387	10.80664874
388	10.75930868
389	10.7223607
390	10.70379301
391	10.68376093
392	10.66941615
393	10.66675783
394	10.65782086
395	10.6093751
396	10.55736344
397	10.53440783
398	10.53060913
399	10.51151989
400	10.4815347
401	10.44963266
402	10.44829722
403	10.42803934
404	10.4000064
405	10.38330609
406	10.37312544
407	10.34838715
408	10.32602913
409	10.28793023
410	10.25524934
411	10.24940922
412	10.21316836
413	10.1655373
414	10.14655706
415	10.14086971
416	10.13958549
417	10.10748763
418	10.07163517
419	10.07039468
420	10.03687165
421	10.01145623
422	10.00959625
423	9.981961445
424	9.952699754
425	9.9150332
426	9.901517824
427	9.900325754
428	9.899174529
429	9.872561622
430	9.830122957
431	9.801589952
432	9.784790257
433	9.76213455
434	9.75394292
435	9.752808754
436	9.734095748
437	9.707498962
438	9.680593712
439	9.664897245
440	9.640922756
441	9.639826794
442	9.638762121
443	9.617664099
444	9.592230261
445	9.577947201
446	9.553351986
447	9.552204003
448	9.52387541
449	9.495628952
450	9.494515292
451	9.493652734
452	9.47210429
453	9.471262964
454	9.450370932
455	9.431515553
456	9.42321648
457	9.402297092
458	9.391064702
459	9.366684131
460	9.34343483
461	9.331864403
462	9.31084678
463	9.279465304
464	9.271611811
465	9.252329208
466	9.225550497
467	9.206439668
468	9.178689688
469	9.162926297
470	9.120300622
471	9.101953705
472	9.100733261
473	9.099559621
474	9.063007377
475	9.059204453
476	9.042637512
477	9.03471833
478	9.011625752
479	8.990786694
480	8.977955785
481	8.957714649
482	8.941020784
483	8.929221216
484	8.896487933
485	8.884232052
486	8.866967649
487	8.851273352
488	8.838405053
489	8.821517333
490	8.802908364
491	8.784726565
492	8.783886664
493	8.769323325
494	8.768509106
495	8.750167719
496	8.721677067
497	8.705195451
498	8.699580204
499	8.677831774
500	8.66169255
501	8.646863733
502	8.612711925
503	8.598400622
504	8.591449038
505	8.573857257
506	8.557320574
507	8.548400032
508	8.537497496
509	8.493969599
510	8.483495397
511	8.476653684
512	8.471496267
513	8.458547897
514	8.447547102
515	8.436808914
516	8.395352503
517	8.390084004
518	8.363646739
519	8.359811648
520	8.325733094
521	8.320600647
522	8.304110186
523	8.29429838
524	8.283548959
525	8.259210144
526	8.252475911
527	8.240226664
528	8.225018817
529	8.219314376
530	8.218548139
531	8.203574804
532	8.182931046
533	8.174495847
534	8.169545893
535	8.150486747
536	8.12079189
537	8.114600967
538	8.091011875
539	8.067483984
540	8.035453231
541	8.023038289
542	8.01634549
543	8.008216318
544	8.004105787
545	7.984616518
546	7.97975235
547	7.969770597
548	7.96898687
549	7.959637908
550	7.948160378
551	7.935514863
552	7.933017369
553	7.921542141
554	7.910849159
555	7.910113331
556	7.897414136
557	7.890859234
558	7.876298971
559	7.8756027
560	7.874928263
561	7.874354289
562	7.873795824
563	7.873170539
564	7.872639887
565	7.872123459
566	7.871620226
567	7.866886019
568	7.846200515
569	7.845630598
570	7.841021441
571	7.836187316
572	7.81045018
573	7.805945969
574	7.793176253
575	7.779266759
576	7.769165359
577	7.75806139
578	7.745809411
579	7.732409428
580	7.707282351
581	7.682848525
582	7.671131953
583	7.661622369
584	7.64848954
585	7.644182337
586	7.634421486
587	7.626419289
588	7.621821842
589	7.613598899
590	7.598372142
591	7.594038256
592	7.575569852
593	7.571543881
594	7.549727802
595	7.544339211
596	7.528623669
597	7.516354216
598	7.508564552
599	7.489161028
600	7.474346355
601	7.470879484
602	7.4565169
603	7.453574984
604	7.452031115
605	7.443640366
606	7.431614759
607	7.427856235
608	7.416686287
609	7.412405257
610	7.395524145
611	7.391423626
612	7.383727289
613	7.372358711
614	7.364552732
615	7.360255655
616	7.341590531
617	7.340982356
618	7.32636705
619	7.322865455
620	7.295484723
621	7.291549267
622	7.27748926
623	7.273486199
624	7.265256563
625	7.258616894
626	7.254710003
627	7.24171328
628	7.241129991
629	7.227172543
630	7.217897581
631	7.215364892
632	7.201661948
633	7.188331413
634	7.172142899
635	7.154744662
636	7.144410959
637	7.141536241
638	7.109197211
639	7.105331601
640	7.101567767
641	7.077427077
642	7.067766194
643	7.064184284
644	7.055283675
645	7.047880895
646	7.044201586
647	7.040225561
648	7.039130501
649	7.02442979
650	7.020836175
651	7.011373899
652	7.001213767
653	6.988749397
654	6.976829778
655	6.967475157
656	6.960724037
657	6.960191661
658	6.958067035
659	6.954016647
660	6.941877863
661	6.919448859
662	6.90760852
663	6.904026267
664	6.879680733
665	6.857607864
666	6.857166622
667	6.845555132
668	6.8369819
669	6.814552341
670	6.808314485
671	6.785621975
672	6.771602922
673	6.766376812
674	6.762922527
675	6.746898731
676	6.718408784
677	6.710144722
678	6.70289994
679	6.699256004
680	6.688299516
681	6.662363985
682	6.659050205
683	6.634876102
684	6.61302193
685	6.60944171
686	6.605957336
687	6.589624749
688	6.586177008
689	6.582819624
690	6.578283475
691	6.556917841
692	6.553672656
693	6.540760031
694	6.537593922
695	6.520428464
696	6.507116533
697	6.496016258
698	6.492911035
699	6.492470065
700	6.478915941
701	6.478487009
702	6.459346934
703	6.435845284
704	6.432796263
705	6.429496782
706	6.426525652
707	6.4251347
708	6.409651007
709	6.409233582
710	6.4088264
711	6.395729672
712	6.395331458
713	6.392421789
714	6.367170173
715	6.363956091
716	6.358988366
717	6.348385871
718	6.345530458
719	6.342748088
720	6.329611266
721	6.311865501
722	6.309141306
723	6.306398648
724	6.293864623
725	6.290087149
726	6.289698134
727	6.275769148
728	6.260405155
729	6.260068373
730	6.256908246
731	6.254290592
732	6.249428811
733	6.222706939
734	6.220160211
735	6.21978293
736	6.204910711
737	6.194190987
738	6.191699503
739	6.182930146
740	6.179944833
741	6.163001225
742	6.155374379
743	6.152931986
744	6.141199265
745	6.131010038
746	6.130642625
747	6.126114789
748	6.125800145
749	6.125449672
750	6.117417689
751	6.115032858
752	6.109665401
753	6.095579484
754	6.093257719
755	6.080696454
756	6.076519521
757	6.063006542
758	6.057012046
759	6.049099679
760	6.036078432
761	6.029161218
762	6.026882381
763	6.017902019
764	6.013081549
765	6.005585576
766	5.993281114
767	5.981341483
768	5.977975846
769	5.968061602
770	5.962135857
771	5.950707901
772	5.950358016
773	5.938543562
774	5.930354786
775	5.918760421
776	5.911651785
777	5.905059768
778	5.896700006
779	5.896396487
780	5.885026393
781	5.881462019
782	5.87554516
783	5.873320482
784	5.871153917
785	5.866624324
786	5.859036074
787	5.838049256
788	5.835923716
789	5.829090659
790	5.822495688
791	5.820421521
792	5.803473614
793	5.798640976
794	5.798300703
795	5.790003819
796	5.789714691
797	5.780012602
798	5.759884989
799	5.751692795
800	5.742645909
801	5.73622667
802	5.725364575
803	5.714812647
804	5.704560226
805	5.697190253
806	5.680116045
807	5.672684682
808	5.671998697
809	5.656775381
810	5.646870763
811	5.637243946
812	5.631826241
813	5.622458214
814	5.615723014
815	5.613186244
816	5.610664791
817	5.608574617
818	5.598164681
819	5.582996099
820	5.580547359
821	5.570522755
822	5.570244538
823	5.562958072
824	5.553051695
825	5.54911939
826	5.545329761
827	5.537224353
828	5.515909971
829	5.505871749
830	5.499747395
831	5.488574707
832	5.485396444
833	5.485079369
834	5.479560841
835	5.47588229
836	5.475610232
837	5.45935897
838	5.450677238
839	5.450409048
840	5.441332736
841	5.441071459
842	5.426219528
843	5.419817924
844	5.416257258
845	5.408400559
846	5.402412784
847	5.400360478
848	5.397226742
849	5.38345124
850	5.378107656
851	5.375603893
852	5.369169244
853	5.359763401
854	5.357814256
855	5.342167291
856	5.331567226
857	5.329171128
858	5.322735312
859	5.318415191
860	5.314618706
861	5.3143594
862	5.307027226
863	5.303947571
864	5.30207456
865	5.292576701
866	5.288884386
867	5.286159793
868	5.283347927
869	5.27839673
870	5.278143938
871	5.277895635
872	5.26583695
873	5.260541461
874	5.258726631
875	5.254728828
876	5.251611693
877	5.24648595
878	5.231031111
879	5.214179583
880	5.208701202
881	5.205821941
882	5.205209992
883	5.199830232
884	5.194853938
885	5.190072849
886	5.17419944
887	5.17148986
888	5.168397419
889	5.153452788
890	5.141275232
891	5.140802385
892	5.139141037
893	5.133877818
894	5.126038159
895	5.122236117
896	5.117411651
897	5.114567993
898	5.111860374
899	5.109236573
900	5.100504928
901	5.097825174
902	5.093792853
903	5.084898008
904	5.076139806
905	5.071761102
906	5.069234277
907	5.065358273
908	5.062898933
909	5.061251345
910	5.052701109
911	5.05053496
912	5.045949151
913	5.036800005
914	5.03083259
915	5.023613734
916	5.017330189
917	5.007007593
918	5.001470782
919	4.997814747
920	4.995687513
921	4.989500836
922	4.980877563
923	4.971233342
924	4.965374243
925	4.965064168
926	4.962134875
927	4.952978936
928	4.944285707
929	4.938078055
930	4.929938525
931	4.908313316
932	4.888332745
933	4.880614044
934	4.874294993
935	4.868235291
936	4.864621338
937	4.861105197
938	4.859300359
939	4.853141282
940	4.851266336
941	4.848747601
942	4.842541181
943	4.840887684
944	4.839002122
945	4.83713958
946	4.835478999
947	4.833949683
948	4.827950886
949	4.817689123
950	4.816197509
951	4.811735753
952	4.799259659
953	4.793649249
954	4.773703723
955	4.766507142
956	4.760011225
957	4.759733934
958	4.758078554
959	4.75470449
960	4.742889596
961	4.739595845
962	4.734570121
963	4.732875759
964	4.72675793
965	4.721422076
966	4.719557561
967	4.715969435
968	4.7101171
969	4.706134311
970	4.696552195
971	4.689230423
972	4.685531106
973	4.666079477
974	4.665143146
975	4.661099066
976	4.643211594
977	4.637443651
978	4.633824481
979	4.628882992
980	4.627662625
981	4.610554234
982	4.607585946
983	4.603272109
984	4.598927268
985	4.581704694
986	4.576649053
987	4.574539318
988	4.569610916
989	4.553262967
990	4.552105307
991	4.550577773
992	4.535272837
993	4.532859422
994	4.53138261
995	4.527843572
996	4.526321278
997	4.526062696
998	4.517257069
999	4.5134461
